taxon	taxon rank	candidate	taxon author	synonyms	alternative names	remarks
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Albugo	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Baobabopsis	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Basidiophora	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Benua	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Bremia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Calycofera	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Diasporangium	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Elongisporangium	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Eraphthora 	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Globisporangium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Graminivora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Halophytopthora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Hyaloperonospora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Lagena	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Lagenidium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Myzocytiopsis	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Nothophytophthora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Novotelnova	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Ovatisporangium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Paralagenidium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Paraperonospora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Perofascia	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Peronophytora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Peronosclerospora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Phytophthora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Phytopythium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Pilasporangium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Plasmopara	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Plasmoverna	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Protobremia	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Pseudoperonospora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Pustula	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Pythium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Salilagenidium	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Salisapilia	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Salispina	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Sclerophthora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Sclerospora	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Viennotia	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'peronosporaleans';Wilsoniana	genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans'						18S-based group; Saprolegnia and related taxa
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Apodachlya	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Atkinsiella	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Saprolegnia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Achlya	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Aphanomyces	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Aplanes	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Aplanopsis	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Aquastella	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Blastulidium	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Brevilegnia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Calyptralegnia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Crypticola	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Dictyuchus	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Geolegnia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Isoachlya	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Lagenisma	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Leptolegnia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Leptomitus	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Newbya	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Pachymetra	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Phragmosporangium	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Plectospira	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Protoachlya	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Pythiopsis	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Scoliolegnia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Thraustotheca	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';Miracula	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Ciliomyces	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Ectrogella	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Pontisma	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Pythiella	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Rozellopsis	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Sirolpidium	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Pirsoniales	order		Cavalier-Smith 2006			only one described genus Pirsonia in this group, but contains environmental lineages of unknown morphology
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Pirsoniales;Pirsonia	genus					
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Platysulcus	genus					
Eukaryota;Diaphoretickes;Telonemia			Shalchian-Tabrizi 2006			only one described genus Telonema in this group, but contains environmental lineages of unknown morphology
Eukaryota;Diaphoretickes;Telonemia;Telonema	genus					
Eukaryota;Diaphoretickes;Telonemia;Telonema;'Tantarcticum clade'						deep genetic divergence within genus Telonema
Eukaryota;Diaphoretickes;Telonemia;Telonema;'Tsubtile clade'						deep genetic divergence within genus Telonema
Eukaryota;Discoba			Simpson in Hampl et al. 2009			
Eukaryota;Discoba;Euglenozoa			Simpson 1997			
Eukaryota;Discoba;Euglenozoa;Diplonemea	class		Simpson 1997			
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae	family		Adl et al. 2019			
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Diplonema	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Flectonema	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Lacrimia	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Rhynchopus	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Sulcionema	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Eupelagonemidae	family		Okamoto & Keeling 2018			
Eukaryota;Discoba;Euglenozoa;Diplonemea;Eupelagonemidae;Eupelagonema	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae	family		Adl et al. 2019			
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Hemistasia	genus					
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Artemidia	genus		Prokopchuk, Tashyreva & Lukes, 2019			
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Namystynia	genus		Prokopchuk, Tashyreva & Lukes, 2019			
Eukaryota;Discoba;Euglenozoa;Diplonemea;'DSPD-II lineage'						entirely environmental lineage so far
Eukaryota;Discoba;Euglenozoa;Euglenida			Simpson 1997			
Eukaryota;Discoba;Euglenozoa;Euglenida;'core ploeotids'						18S-based group; Ploeotia and Serpenomonas form a well-supported clade
Eukaryota;Discoba;Euglenozoa;Euglenida;'core ploeotids';Ploeotia	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;'core ploeotids';Serpenomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Decastava	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Entosiphon	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Hemiolina	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Keelungia	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Lentomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Liburna	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Olkasia	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;'CARR5 lineage'	genus	true				
Eukaryota;Discoba;Euglenozoa;Euglenida;'SMS7 lineage'	genus	true				
Eukaryota;Discoba;Euglenozoa;Euglenida;'WF2_3 lineage'	genus	true				
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida	order					
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'Nostium clade'	genus	true				N. ostium does not branch with genus Notosolenus
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads'						18S-based group; all Petalomonadida except N. ostium form a well-supported clade
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Biundula	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Notosolenus	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Petalomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Scytomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta						
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea			Busse & Preisfeld 2002			
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Astasia	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;'Delegans clade'	genus	true				candidate genus (unless it contains the type species of Distigma)
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;'Dproteus clade'	genus	true				candidate genus (unless it contains the type species of Distigma)
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadida	order					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadida;Gyropaigne	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadida;Menoidium	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadida;Parmidium	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadida;Rhabdomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea						
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Rapaza	genus		Yamaguchi et al. 2012			
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae			Marin & Melkonian 2003		Euglenophyceae	
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales	order		Marin & Melkonian 2003			
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae	family		Kim et al. 2010			
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Ascoglena	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Colacium	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Cryptoglena	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglena	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenaformis	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenamorpha	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenaria	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenopsis	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Hegneria	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Klebsina	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Monomorphina	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Strombomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Trachelomonas	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;'Evelata clade'	genus	true				
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae	family		Kim et al. 2010			
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;Discoplastis	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;Lepocinclis	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;Phacus	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales	order		Marin & Melkonian 2003			
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;Eutreptia	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;Eutreptiella	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;'Ebraarudii clade'	genus	true				E. braarudii does not branch with genus Eutreptiella
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Anisonema	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Dinema	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Neometanema	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Peranema	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Teloprocta	genus					
Eukaryota;Discoba;Euglenozoa;Euglenida;Atraktomonas	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Calycimonas	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Dolium	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Dylakosoma	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Heteronema	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Jenningsia	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Pentamonas	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Peranemopsis	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Sphenomonas	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Tropidoscyphus	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Euglenida;Urceolus	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Kinetoplastea	class		Honigberg 1963			
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;'AT4-96 lineage'						entirely environmental lineage so far
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;'D1 lineage'	genus	true				
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina			Vickerman in Moreira et al. 2004			
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Bodo	genus				Eubodonida	single genus Bodo in order Eubodonida Vickerman in Moreira et al. 2004
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida	order		Vickerman in Moreira et al. 2004			
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Allobodonidae	family				neobodonids 1E	only one described genus Allobodo in this group, but contains environmental lineages of unknown morphology
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Allobodonidae;Allobodo	genus		Goodwin et al. 2018			
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae	family				neobodonids 1B	
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Rhynchomonas	genus					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Dimastigella	genus					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Cryptaulax	genus					no genetic data yet for this genus
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Phanerobia	genus					no genetic data yet for this genus
